layer,history_tokens,new_tokens,history_variant,item_variant,unique_history_tokens,unique_new_tokens,history_coverage_pct,new_coverage_pct,history_mib,all_mib,history_sha256,candidate_suffix_sha256,source_input_sha256
1,4096,4096,2,0,4056,4096,99.0234375,100.0,2.5374755859375,5.0999755859375,ae41fe744fa1f565d1efb110b18596bab10f5997ca2cab18c23d42c6049c9376,3fcce29a2d9f9d7d84029dd54fa6650b2f30d13c358d3dea399a663eb39516d0,bbfc4e766df72a7e1ce39b9a1837d6c1e7633ce2118ac3666cf87ccab3590e8d
2,4096,4096,2,0,4087,4096,99.7802734375,100.0,2.5568695068359375,5.1193695068359375,ae41fe744fa1f565d1efb110b18596bab10f5997ca2cab18c23d42c6049c9376,3fcce29a2d9f9d7d84029dd54fa6650b2f30d13c358d3dea399a663eb39516d0,bbfc4e766df72a7e1ce39b9a1837d6c1e7633ce2118ac3666cf87ccab3590e8d
0,4096,4096,2,1,4036,4096,98.53515625,100.0,2.52496337890625,5.08746337890625,ae41fe744fa1f565d1efb110b18596bab10f5997ca2cab18c23d42c6049c9376,4edf467664706dcacb362e7013481149735feb4a347e3eb2667531100fad5ec2,98ff86d707a46909e6b5289cd5bb5405f9b92b9538eaa529f416605548c842b4
1,4096,4096,2,1,4053,4096,98.9501953125,100.0,2.5355987548828125,5.0980987548828125,ae41fe744fa1f565d1efb110b18596bab10f5997ca2cab18c23d42c6049c9376,4edf467664706dcacb362e7013481149735feb4a347e3eb2667531100fad5ec2,98ff86d707a46909e6b5289cd5bb5405f9b92b9538eaa529f416605548c842b4
2,4096,4096,2,1,4084,4096,99.70703125,100.0,2.55499267578125,5.11749267578125,ae41fe744fa1f565d1efb110b18596bab10f5997ca2cab18c23d42c6049c9376,4edf467664706dcacb362e7013481149735feb4a347e3eb2667531100fad5ec2,98ff86d707a46909e6b5289cd5bb5405f9b92b9538eaa529f416605548c842b4
0,4096,4096,2,2,4039,4096,98.6083984375,100.0,2.5268402099609375,5.0893402099609375,ae41fe744fa1f565d1efb110b18596bab10f5997ca2cab18c23d42c6049c9376,413009579c0b7c203e7f2adfb5572c4870956baf3213e64a67a0a023119061bb,652137cb39219f9dc478c058a1acdcca267e397cb5029ab93c58f94792f6bec9
1,4096,4096,2,2,4059,4096,99.0966796875,100.0,2.5393524169921875,5.1018524169921875,ae41fe744fa1f565d1efb110b18596bab10f5997ca2cab18c23d42c6049c9376,413009579c0b7c203e7f2adfb5572c4870956baf3213e64a67a0a023119061bb,652137cb39219f9dc478c058a1acdcca267e397cb5029ab93c58f94792f6bec9
2,4096,4096,2,2,4085,4096,99.7314453125,100.0,2.5556182861328125,5.1181182861328125,ae41fe744fa1f565d1efb110b18596bab10f5997ca2cab18c23d42c6049c9376,413009579c0b7c203e7f2adfb5572c4870956baf3213e64a67a0a023119061bb,652137cb39219f9dc478c058a1acdcca267e397cb5029ab93c58f94792f6bec9
0,16384,64,0,0,5778,63,35.26611328125,98.4375,3.614776611328125,3.6541900634765625,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,8b1b30b50df2a630eb9dcd4ac0120f0fbb4226b3146c04546cc681cd9fbab507,b1a5e2be8c956e4ab739640fc0c357159b2ce388f76c3a800d84dbad32d357c7
1,16384,64,0,0,4822,64,29.43115234375,100.0,3.016693115234375,3.056732177734375,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,8b1b30b50df2a630eb9dcd4ac0120f0fbb4226b3146c04546cc681cd9fbab507,b1a5e2be8c956e4ab739640fc0c357159b2ce388f76c3a800d84dbad32d357c7
2,16384,64,0,0,6112,64,37.3046875,100.0,3.82373046875,3.86376953125,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,8b1b30b50df2a630eb9dcd4ac0120f0fbb4226b3146c04546cc681cd9fbab507,b1a5e2be8c956e4ab739640fc0c357159b2ce388f76c3a800d84dbad32d357c7
0,16384,64,0,1,5748,63,35.0830078125,98.4375,3.59600830078125,3.6354217529296875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,44803f2d88d2542bc888ce18977434d05841408bb257f61123e8beee8938b2b9,b7eb41e36bea22a0d26fcf11b186b96d8ad7e1ad81bbf9e08ec46b7f70e5684b
1,16384,64,0,1,4808,64,29.345703125,100.0,3.0079345703125,3.0479736328125,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,44803f2d88d2542bc888ce18977434d05841408bb257f61123e8beee8938b2b9,b7eb41e36bea22a0d26fcf11b186b96d8ad7e1ad81bbf9e08ec46b7f70e5684b
2,16384,64,0,1,6056,64,36.962890625,100.0,3.7886962890625,3.8287353515625,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,44803f2d88d2542bc888ce18977434d05841408bb257f61123e8beee8938b2b9,b7eb41e36bea22a0d26fcf11b186b96d8ad7e1ad81bbf9e08ec46b7f70e5684b
0,16384,64,0,2,5742,63,35.04638671875,98.4375,3.592254638671875,3.6316680908203125,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,e4e4cbe16c70b408c1c9d938d7114e63c198be88902cbf85e90741f7c841115c,26df36b554301282e6dd458bfb7774cd77e5001304ecbc6e4540a260b001addf
1,16384,64,0,2,4812,64,29.3701171875,100.0,3.01043701171875,3.05047607421875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,e4e4cbe16c70b408c1c9d938d7114e63c198be88902cbf85e90741f7c841115c,26df36b554301282e6dd458bfb7774cd77e5001304ecbc6e4540a260b001addf
2,16384,64,0,2,6068,64,37.0361328125,100.0,3.79620361328125,3.83624267578125,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,e4e4cbe16c70b408c1c9d938d7114e63c198be88902cbf85e90741f7c841115c,26df36b554301282e6dd458bfb7774cd77e5001304ecbc6e4540a260b001addf
0,16384,128,0,0,5986,127,36.53564453125,99.21875,3.744903564453125,3.8243560791015625,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,b01c21d44004009bb29cda6c83288d0294605b1063e9205a095d7e58c476d5f3,a635bb72d3ee7c2a83af7b776917f29c9c760eb1277f09dc603380894c939d5f
1,16384,128,0,0,5639,128,34.417724609375,100.0,3.5278167724609375,3.6078948974609375,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,b01c21d44004009bb29cda6c83288d0294605b1063e9205a095d7e58c476d5f3,a635bb72d3ee7c2a83af7b776917f29c9c760eb1277f09dc603380894c939d5f
2,16384,128,0,0,7385,128,45.074462890625,100.0,4.6201324462890625,4.7002105712890625,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,b01c21d44004009bb29cda6c83288d0294605b1063e9205a095d7e58c476d5f3,a635bb72d3ee7c2a83af7b776917f29c9c760eb1277f09dc603380894c939d5f
0,16384,128,0,1,5979,127,36.492919921875,99.21875,3.7405242919921875,3.819976806640625,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,d306c7272834b2d1357f8a590b91e41948f3b7fd3b4f30e427e9beb4218175a9,082d6041565f7111e5fbe59d851249c360094f004bef9ea270768269f3b06bf4
1,16384,128,0,1,5580,128,34.0576171875,100.0,3.49090576171875,3.57098388671875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,d306c7272834b2d1357f8a590b91e41948f3b7fd3b4f30e427e9beb4218175a9,082d6041565f7111e5fbe59d851249c360094f004bef9ea270768269f3b06bf4
2,16384,128,0,1,7414,128,45.25146484375,100.0,4.638275146484375,4.718353271484375,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,d306c7272834b2d1357f8a590b91e41948f3b7fd3b4f30e427e9beb4218175a9,082d6041565f7111e5fbe59d851249c360094f004bef9ea270768269f3b06bf4
0,16384,128,0,2,5970,127,36.43798828125,99.21875,3.734893798828125,3.8143463134765625,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,7ad1543f39c5560980bdca0cbf9b6c268302bbc463a4612fdf79b99dc8db5609,c40f265d41bb31c63e17b231bb027d7ee690983f8b6a8bb645bc136a453f7fdf
1,16384,128,0,2,5575,128,34.027099609375,100.0,3.4877777099609375,3.5678558349609375,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,7ad1543f39c5560980bdca0cbf9b6c268302bbc463a4612fdf79b99dc8db5609,c40f265d41bb31c63e17b231bb027d7ee690983f8b6a8bb645bc136a453f7fdf
2,16384,128,0,2,7344,128,44.82421875,100.0,4.594482421875,4.674560546875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,7ad1543f39c5560980bdca0cbf9b6c268302bbc463a4612fdf79b99dc8db5609,c40f265d41bb31c63e17b231bb027d7ee690983f8b6a8bb645bc136a453f7fdf
0,16384,256,0,0,6221,255,37.969970703125,99.609375,3.8919219970703125,4.05145263671875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,f8caff9e9a4fd44040f19aa6a25fc48ec327fe7a5a842a48eef69dbbc25bfbcb,19ed898ef16a4f43bfa963219b98a0825874e8f14d848bc02a1ac84464837778
1,16384,256,0,0,6653,256,40.606689453125,100.0,4.1621856689453125,4.3223419189453125,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,f8caff9e9a4fd44040f19aa6a25fc48ec327fe7a5a842a48eef69dbbc25bfbcb,19ed898ef16a4f43bfa963219b98a0825874e8f14d848bc02a1ac84464837778
2,16384,256,0,0,8874,256,54.16259765625,100.0,5.551666259765625,5.711822509765625,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,f8caff9e9a4fd44040f19aa6a25fc48ec327fe7a5a842a48eef69dbbc25bfbcb,19ed898ef16a4f43bfa963219b98a0825874e8f14d848bc02a1ac84464837778
0,16384,256,0,1,6227,255,38.006591796875,99.609375,3.8956756591796875,4.055206298828125,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,df58c57df4b684f1741f5a99beb576ad0e1b86556b4ff553664bb2dc644f5761,900cd71de5a038a08ee1f32517eddc7d75e84793f71c6666135394633fea7340
1,16384,256,0,1,6624,256,40.4296875,100.0,4.14404296875,4.30419921875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,df58c57df4b684f1741f5a99beb576ad0e1b86556b4ff553664bb2dc644f5761,900cd71de5a038a08ee1f32517eddc7d75e84793f71c6666135394633fea7340
2,16384,256,0,1,8899,256,54.315185546875,100.0,5.5673065185546875,5.7274627685546875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,df58c57df4b684f1741f5a99beb576ad0e1b86556b4ff553664bb2dc644f5761,900cd71de5a038a08ee1f32517eddc7d75e84793f71c6666135394633fea7340
0,16384,256,0,2,6201,255,37.847900390625,99.609375,3.8794097900390625,4.0389404296875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,6ddc7f1a61898ebe2fe24fe28fc4a7220a8ca0c22998948f662d46f38732c0d1,a539e157e37f9180470a4e2016fcc37fcdf8d09b105b95a4866727c3a42a343a
1,16384,256,0,2,6635,256,40.496826171875,100.0,4.1509246826171875,4.3110809326171875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,6ddc7f1a61898ebe2fe24fe28fc4a7220a8ca0c22998948f662d46f38732c0d1,a539e157e37f9180470a4e2016fcc37fcdf8d09b105b95a4866727c3a42a343a
2,16384,256,0,2,8869,256,54.132080078125,100.0,5.5485382080078125,5.7086944580078125,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,6ddc7f1a61898ebe2fe24fe28fc4a7220a8ca0c22998948f662d46f38732c0d1,a539e157e37f9180470a4e2016fcc37fcdf8d09b105b95a4866727c3a42a343a
0,16384,512,0,0,6427,511,39.227294921875,99.8046875,4.0207977294921875,4.340484619140625,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,013feea748f8ae41b04cf0bf98307210e6566be9a69bd4e8d17da0dfe805a1fd,1524826cb0058b49fa12d76bd9ae3b22bfc726ea38af1eee866c679e6f9825c3
1,16384,512,0,0,7669,512,46.807861328125,100.0,4.7978057861328125,5.1181182861328125,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,013feea748f8ae41b04cf0bf98307210e6566be9a69bd4e8d17da0dfe805a1fd,1524826cb0058b49fa12d76bd9ae3b22bfc726ea38af1eee866c679e6f9825c3
2,16384,512,0,0,10547,512,64.373779296875,100.0,6.5983123779296875,6.9186248779296875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,013feea748f8ae41b04cf0bf98307210e6566be9a69bd4e8d17da0dfe805a1fd,1524826cb0058b49fa12d76bd9ae3b22bfc726ea38af1eee866c679e6f9825c3
0,16384,512,0,1,6409,511,39.117431640625,99.8046875,4.0095367431640625,4.3292236328125,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,640b772a61dd987adceda5099ef648e8ccc2ab91ba30d9d089590174834a66aa,b737b9a1c69157da731d8905a8c1c23d334ed7a876638d47741fbf484e91642c
1,16384,512,0,1,7662,512,46.76513671875,100.0,4.793426513671875,5.113739013671875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,640b772a61dd987adceda5099ef648e8ccc2ab91ba30d9d089590174834a66aa,b737b9a1c69157da731d8905a8c1c23d334ed7a876638d47741fbf484e91642c
2,16384,512,0,1,10547,512,64.373779296875,100.0,6.5983123779296875,6.9186248779296875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,640b772a61dd987adceda5099ef648e8ccc2ab91ba30d9d089590174834a66aa,b737b9a1c69157da731d8905a8c1c23d334ed7a876638d47741fbf484e91642c
0,16384,512,0,2,6380,511,38.9404296875,99.8046875,3.99139404296875,4.3110809326171875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,c855cdb4ee88f893dee2cd7172325549ea24ae63bc0d3b9e74448291b81e960f,a89b542d6ce79c9a4ce3aa0af125a0345f81f8a3497318724299213f37338c31
1,16384,512,0,2,7654,512,46.71630859375,100.0,4.788421630859375,5.108734130859375,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,c855cdb4ee88f893dee2cd7172325549ea24ae63bc0d3b9e74448291b81e960f,a89b542d6ce79c9a4ce3aa0af125a0345f81f8a3497318724299213f37338c31
2,16384,512,0,2,10522,512,64.22119140625,100.0,6.582672119140625,6.902984619140625,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,c855cdb4ee88f893dee2cd7172325549ea24ae63bc0d3b9e74448291b81e960f,a89b542d6ce79c9a4ce3aa0af125a0345f81f8a3497318724299213f37338c31
0,16384,1024,0,0,6648,1023,40.576171875,99.90234375,4.1590576171875,4.7990570068359375,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,4d1a372119f5b737c613bc8291f818936d3f0935921b949db3f43b0836a4dbfb,63020aa7f2385bc41f2aa84fd9cc10a607576e6d0ba06bf47904ff5083ec3996
1,16384,1024,0,0,8538,1024,52.11181640625,100.0,5.341461181640625,5.982086181640625,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,4d1a372119f5b737c613bc8291f818936d3f0935921b949db3f43b0836a4dbfb,63020aa7f2385bc41f2aa84fd9cc10a607576e6d0ba06bf47904ff5083ec3996
2,16384,1024,0,0,12331,1024,75.262451171875,100.0,7.7144012451171875,8.355026245117188,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,4d1a372119f5b737c613bc8291f818936d3f0935921b949db3f43b0836a4dbfb,63020aa7f2385bc41f2aa84fd9cc10a607576e6d0ba06bf47904ff5083ec3996
0,16384,1024,0,1,6610,1023,40.34423828125,99.90234375,4.135284423828125,4.7752838134765625,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,5c9ee1e3d72cc73ee53cc8e22f5c38034bb6e2afcb002504b4902a7205a3b577,14c941798f4f11a9111ff0a0f2cc94b9693ec82b54ab352c4ac3833306e252f6
1,16384,1024,0,1,8511,1024,51.947021484375,100.0,5.3245697021484375,5.9651947021484375,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,5c9ee1e3d72cc73ee53cc8e22f5c38034bb6e2afcb002504b4902a7205a3b577,14c941798f4f11a9111ff0a0f2cc94b9693ec82b54ab352c4ac3833306e252f6
2,16384,1024,0,1,12327,1024,75.238037109375,100.0,7.7118988037109375,8.352523803710938,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,5c9ee1e3d72cc73ee53cc8e22f5c38034bb6e2afcb002504b4902a7205a3b577,14c941798f4f11a9111ff0a0f2cc94b9693ec82b54ab352c4ac3833306e252f6
0,16384,1024,0,2,6608,1023,40.33203125,99.90234375,4.134033203125,4.7740325927734375,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,80e649054065540274a45f7696df9c2444ccc81ba921f0a82c252733cf9c7da4,2edee8f27874d61be68963e12f0accf7739ea158a8f2bd2b880aa28772efe805
1,16384,1024,0,2,8523,1024,52.020263671875,100.0,5.3320770263671875,5.9727020263671875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,80e649054065540274a45f7696df9c2444ccc81ba921f0a82c252733cf9c7da4,2edee8f27874d61be68963e12f0accf7739ea158a8f2bd2b880aa28772efe805
2,16384,1024,0,2,12301,1024,75.079345703125,100.0,7.6956329345703125,8.336257934570312,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,80e649054065540274a45f7696df9c2444ccc81ba921f0a82c252733cf9c7da4,2edee8f27874d61be68963e12f0accf7739ea158a8f2bd2b880aa28772efe805
0,16384,2048,0,0,6826,2047,41.66259765625,99.951171875,4.270416259765625,5.5510406494140625,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,38c3963cc0fc887992bbf4eaa39f76df944b5121a6266e159a1e573a90510857,b29498112493231535ba38df44c44ce2abc22fbe071be3e736e99a1613400e09
1,16384,2048,0,0,9367,2048,57.171630859375,100.0,5.8600921630859375,7.1413421630859375,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,38c3963cc0fc887992bbf4eaa39f76df944b5121a6266e159a1e573a90510857,b29498112493231535ba38df44c44ce2abc22fbe071be3e736e99a1613400e09
2,16384,2048,0,0,14057,2048,85.797119140625,100.0,8.794204711914062,10.075454711914062,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,38c3963cc0fc887992bbf4eaa39f76df944b5121a6266e159a1e573a90510857,b29498112493231535ba38df44c44ce2abc22fbe071be3e736e99a1613400e09
0,16384,2048,0,1,6798,2047,41.49169921875,99.951171875,4.252899169921875,5.5335235595703125,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,601ec3c922c7c5103b900ce89856abcd4fed76836f0f45f142532f492fc0136c,e29cb9dab388602f3cb42b6765785b9dddbb5978d0f741c3dbbe17a7028fc1d2
1,16384,2048,0,1,9328,2048,56.93359375,100.0,5.835693359375,7.116943359375,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,601ec3c922c7c5103b900ce89856abcd4fed76836f0f45f142532f492fc0136c,e29cb9dab388602f3cb42b6765785b9dddbb5978d0f741c3dbbe17a7028fc1d2
2,16384,2048,0,1,14021,2048,85.577392578125,100.0,8.771682739257812,10.052932739257812,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,601ec3c922c7c5103b900ce89856abcd4fed76836f0f45f142532f492fc0136c,e29cb9dab388602f3cb42b6765785b9dddbb5978d0f741c3dbbe17a7028fc1d2
0,16384,2048,0,2,6808,2047,41.552734375,99.951171875,4.2591552734375,5.5397796630859375,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,83ed74face5a8a25e64aa17f589c2a3e608ddfbe876e2321168749ab3fa6f31b,ae054edfa12120d75f757e7103e376c2076550841c85082153936752b0a93f01
1,16384,2048,0,2,9331,2048,56.951904296875,100.0,5.8375701904296875,7.1188201904296875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,83ed74face5a8a25e64aa17f589c2a3e608ddfbe876e2321168749ab3fa6f31b,ae054edfa12120d75f757e7103e376c2076550841c85082153936752b0a93f01
2,16384,2048,0,2,14016,2048,85.546875,100.0,8.7685546875,10.0498046875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,83ed74face5a8a25e64aa17f589c2a3e608ddfbe876e2321168749ab3fa6f31b,ae054edfa12120d75f757e7103e376c2076550841c85082153936752b0a93f01
0,16384,4096,0,0,7031,4095,42.913818359375,99.9755859375,4.3986663818359375,6.960540771484375,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,3fcce29a2d9f9d7d84029dd54fa6650b2f30d13c358d3dea399a663eb39516d0,ef793b125551204f1a514d75c9d72eccc856c5263058f8f0207804a5ce034f9a
1,16384,4096,0,0,10373,4096,63.311767578125,100.0,6.4894561767578125,9.051956176757812,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,3fcce29a2d9f9d7d84029dd54fa6650b2f30d13c358d3dea399a663eb39516d0,ef793b125551204f1a514d75c9d72eccc856c5263058f8f0207804a5ce034f9a
2,16384,4096,0,0,15110,4096,92.22412109375,100.0,9.452972412109375,12.015472412109375,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,3fcce29a2d9f9d7d84029dd54fa6650b2f30d13c358d3dea399a663eb39516d0,ef793b125551204f1a514d75c9d72eccc856c5263058f8f0207804a5ce034f9a
0,16384,4096,0,1,7015,4095,42.816162109375,99.9755859375,4.3886566162109375,6.950531005859375,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,4edf467664706dcacb362e7013481149735feb4a347e3eb2667531100fad5ec2,f9d79c38f79d39c2bae7aa6a55b0c4453c4b9e1a8a89929e091b1b82236c034a
1,16384,4096,0,1,10362,4096,63.24462890625,100.0,6.482574462890625,9.045074462890625,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,4edf467664706dcacb362e7013481149735feb4a347e3eb2667531100fad5ec2,f9d79c38f79d39c2bae7aa6a55b0c4453c4b9e1a8a89929e091b1b82236c034a
2,16384,4096,0,1,15108,4096,92.2119140625,100.0,9.45172119140625,12.01422119140625,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,4edf467664706dcacb362e7013481149735feb4a347e3eb2667531100fad5ec2,f9d79c38f79d39c2bae7aa6a55b0c4453c4b9e1a8a89929e091b1b82236c034a
0,16384,4096,0,2,7020,4095,42.8466796875,99.9755859375,4.39178466796875,6.9536590576171875,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,413009579c0b7c203e7f2adfb5572c4870956baf3213e64a67a0a023119061bb,2c055bca8b1fb0355e09eb36e2e5ec172083d8da51532ebdf3f1c2da3151bbf0
1,16384,4096,0,2,10385,4096,63.385009765625,100.0,6.4969635009765625,9.059463500976562,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,413009579c0b7c203e7f2adfb5572c4870956baf3213e64a67a0a023119061bb,2c055bca8b1fb0355e09eb36e2e5ec172083d8da51532ebdf3f1c2da3151bbf0
2,16384,4096,0,2,15079,4096,92.034912109375,100.0,9.433578491210938,11.996078491210938,a255aef5ff7059a6b77fb1321d501ccfe4dfc245c09c5fc6977a0e1480d38114,413009579c0b7c203e7f2adfb5572c4870956baf3213e64a67a0a023119061bb,2c055bca8b1fb0355e09eb36e2e5ec172083d8da51532ebdf3f1c2da3151bbf0
0,16384,64,1,0,5768,63,35.205078125,98.4375,3.6085205078125,3.6479339599609375,215ce071423ef87d62e998288f91aec8f35f29a8ac90637186f39b10d59cc2d8,8b1b30b50df2a630eb9dcd4ac0120f0fbb4226b3146c04546cc681cd9fbab507,7307f8bfd53746201446e8f3024f58433b2a264dd5ff251f7e17a7efc98e4992
1,16384,64,1,0,4791,64,29.241943359375,100.0,2.9972991943359375,3.0373382568359375,215ce071423ef87d62e998288f91aec8f35f29a8ac90637186f39b10d59cc2d8,8b1b30b50df2a630eb9dcd4ac0120f0fbb4226b3146c04546cc681cd9fbab507,7307f8bfd53746201446e8f3024f58433b2a264dd5ff251f7e17a7efc98e4992
2,16384,64,1,0,6104,64,37.255859375,100.0,3.8187255859375,3.8587646484375,215ce071423ef87d62e998288f91aec8f35f29a8ac90637186f39b10d59cc2d8,8b1b30b50df2a630eb9dcd4ac0120f0fbb4226b3146c04546cc681cd9fbab507,7307f8bfd53746201446e8f3024f58433b2a264dd5ff251f7e17a7efc98e4992
0,16384,64,1,1,5736,63,35.009765625,98.4375,3.5885009765625,3.6279144287109375,215ce071423ef87d62e998288f91aec8f35f29a8ac90637186f39b10d59cc2d8,44803f2d88d2542bc888ce18977434d05841408bb257f61123e8beee8938b2b9,9e735e135175396eb95f85e16f2852dee5df9aa22831f5a096af6ccc9e48dbe2
1,16384,64,1,1,4825,64,29.449462890625,100.0,3.0185699462890625,3.0586090087890625,215ce071423ef87d62e998288f91aec8f35f29a8ac90637186f39b10d59cc2d8,44803f2d88d2542bc888ce18977434d05841408bb257f61123e8beee8938b2b9,9e735e135175396eb95f85e16f2852dee5df9aa22831f5a096af6ccc9e48dbe2
2,16384,64,1,1,6071,64,37.054443359375,100.0,3.7980804443359375,3.8381195068359375,215ce071423ef87d62e998288f91aec8f35f29a8ac90637186f39b10d59cc2d8,44803f2d88d2542bc888ce18977434d05841408bb257f61123e8beee8938b2b9,9e735e135175396eb95f85e16f2852dee5df9aa22831f5a096af6ccc9e48dbe2
0,16384,64,1,2,5734,63,34.99755859375,98.4375,3.587249755859375,3.6266632080078125,215ce071423ef87d62e998288f91aec8f35f29a8ac90637186f39b10d59cc2d8,e4e4cbe16c70b408c1c9d938d7114e63c198be88902cbf85e90741f7c841115c,f4cd89468fccef4272a533a5bc431e3ad2648928a77a7c81f421d974a1013463
1,16384,64,1,2,4817,64,29.400634765625,100.0,3.0135650634765625,3.0536041259765625,215ce071423ef87d62e998288f91aec8f35f29a8ac90637186f39b10d59cc2d8,e4e4cbe16c70b408c1c9d938d7114e63c198be88902cbf85e90741f7c841115c,f4cd89468fccef4272a533a5bc431e3ad2648928a77a7c81f421d974a1013463
2,16384,64,1,2,6072,64,37.060546875,100.0,3.7987060546875,3.8387451171875,215ce071423ef87d62e998288f91aec8f35f29a8ac90637186f39b10d59cc2d8,e4e4cbe16c70b408c1c9d938d7114e63c198be88902cbf85e90741f7c841115c,f4cd89468fccef4272a533a5bc431e3ad2648928a77a7c81f421d974a1013463
